ID,Organization,Sub Organization,Date,Year,Type,Org Type,Document Title,Author,Website Link,Data Type
81,Vermont State Board of Education,Act 173 Advisory Group,12/11/2019,2019,,Executive,"Act 173 Advisory Group Disability Law Project Proposed Revisions #2 to Rule 1300 December 11, 2019",,https://education.vermont.gov/documents/edu-state-board-councils-census-based-funding-advisory-group,XXX
138,Vermont State Board of Education,Act 173 Advisory Group,5/1/2023,2023,,Executive,"Act 173 Advisory Group Meeting: May 1, 2023.  Equalized Pupil Comparison for FY2024 with Act 127 Weights",,https://education.vermont.gov/document/edu-act-173-ag-fy2024-new-act-127-weights-05-01-23,XXX
288,,,,,,,Member of Census-Based Funding Advisory Group:  The Executive Director of the Vermont School Boards Association or designee,,https://www.vtvsba.org/,WP
291,,,,,,,Member of Census-Based Funding Advisory Group::  The Executive Director of the Vermont Council of Special Education Administrators or designee,,https://www.vcsea.net/,WP
17,Public Assets Institute,,,,,NGO,Public Assets Institute,,https://publicassets.org/issues/education/,xxx
174,,,,,,,One member selected by the Vermont Legal Aid Disability Law Project;,,https://www.vtlegalaid.org/legal-projects/disability-law,WP
417,,,,,,,Vermont Secretary of State: Preserved documents,,https://vermont.access.preservica.com/IO_1bd613c1-5c70-40b5-8d31-a04e9744419d/,WP
199,Vermont State Board of Education,Census Based Funding Advisory Group,4/1/2019,2019,,Executive,"Census-Based Funding Advisory Group - April 1, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/documents/census-based-funding-advisory-group-agenda-4-1-2019,XXX
276,,,,,,,Justia Law (Brigham vs State of Vermont),,https://law.justia.com/cases/vermont/supreme-court/1997/96-502op.html,WP
310,Census Based Funding Advisory Group,,,,,,"Report to the House and Senate Committees on Education, the House Committee on Ways and Means, and the Senate Committee on Finance",,https://ljfo.vermont.gov/assets/Subjects/Education-Finance-Studies/1b00803525/edu-pupil-weighting-factors-report-act173-sec11-011820.pdf,PDF
233,The Economist,,12/12/1988,1988,Article,Media,"Date: Dec. 12, 1998  From: The Economist(Vol. 349, Issue 8098)",,https://go.gale.com/ps/i.do?p=AONE&u=vol_oweb&v=2.1&it=r&id=GALE%7CA53433013&retrievalId=2a51ec9f-bf88-4928-90f6-fa22aeb347df&inPS=true&linkSource=interlink&sid=bookmark-AONE,XXX
228,,,,,,,City of Winooski:  Supporting Adjusted Student Weights in Vermont’s Education Funding,,https://www.winooskivt.gov/AgendaCenter/ViewFile/Item/5644?fileID=6706,PDF
433,Vermont State Board of Education,,,,,,Rules for Special Education Finance and Census-Based Funding,,https://education.vermont.gov/sites/aoe/files/documents/edu-state-board-rules-series-1300_0.pdf,PDF
409,,,,,,,Vermont education agency says districts cannot withhold public tuition money to religious schools (FOX news),,https://www.foxnews.com/media/vermont-education-agency-school-districts-cannot-withhold-public-tuition-money-religious-schools,WP
241,,,,,,,EdPolicy: VT Tuitioning Program,,https://www.edchoice.org/school-choice/programs/vermont-town-tuitioning-program/,WP
256,,,,,,,Federal Government/Dept of Education:  Office of Special Education Programs (OSEP),,https://www2.ed.gov/about/offices/list/osers/osep/index.html,XXX
176,Vermont State Judicial System,,,,Lawsuit,Judicial,2023 VT 15 No. 22-AP-059,,https://www.vermontjudiciary.org/sites/default/files/documents/op22-059_0.pdf,PDF
251,,,,,,,Education:  ATtendence and Discipline,,https://legislature.vermont.gov/statutes/section/16/025/01121,WP
8,Vermont Legislative Joint Fiscal Office,Committee,,,,Legislative,Education Finance Adequacy,,https://ljfo.vermont.gov/subjects/education/education-finance-adequacy,XXX
27,Public Assets Institute,,,,,,Public Assets Institute:  School finance in Vermont: Balancing equal education and fair tax burdens,,https://publicassets.org/wp-content/uploads/2008/05/neppcdp0701.pdf,PDF
285,Commonweal,"Periodical (Vol 125, Issue 14)",8/14/1998,1998,,,Making schools equal: Vermont shows it ain't easy.,Susanne Washburn,https://go.gale.com/ps/i.do?p=AONE&u=vol_oweb&v=2.1&it=r&id=GALE%7CA21058765&retrievalId=ea2a28cc-478f-419d-918c-61b9a946fa52&inPS=true&linkSource=interlink&sid=bookmark-AONE,XXX
312,Rutland Herald,Newspaper,,,,Media,Supreme Court ruling could impact school choice in Vermont,,https://www.rutlandherald.com/news/local/supreme-court-ruling-could-impact-school-choice-in-vermont/article_d6022428-15d4-5a5c-9301-0733f0cd368a.html,WP
261,,,,,,,Generic Bibliography:  Vermont,,https://onlinebooks.library.upenn.edu/webbin/book/lookupname?key=Vermont,XXX
180,,,,,,,"Act 173 Technical Assicatance and Professional Learning Presentation April 1, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20TAPL%20Presentation-Porcella%20and%20Faris-4-1-19.pdf,PDF
249,Education Week,,,,,Media,Consolidation Push Roils Vermont Landscape,,https://www.edweek.org/policy-politics/consolidation-push-roils-vermont-landscape/2016/02,WP
172,,,,,,,"State Board of Education Articles of Agreement: Oxbow UUSD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-oxbow.pdf,PDF
322,Federal Education Group,,,,,,"State Board of Education  Articles of Agreement: Orleans Central UESDNovember 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-orleans-central-uesd.pdf,PDF
243,,,,,,,Education Commission of the States,,https://ednote.ecs.org/counting-all-kids-how-the-census-impacts-education/,WP
351,Vermont State Board of Education,,3/21/2018,2018,,,"State Board of Education Memo State Board of Education Memo to the House and Senate Education Committees on Civics and Ethnic Studies March 21, 2018",,https://education.vermont.gov/memos/state-board-education-committees-civics-ethnic-studies,XXX
352,Vermont State Board of Education,,2/22/2018,2018,,,"State Board of Education Memo State Board of Education Statement on Cost-containment in Education February 22, 2018",,https://education.vermont.gov/memos/state-board-statement-cost-containment,XXX
357,Vermont State Board of Education,,3/21/2018,2018,Memo,,"State Board of Education Memo State Board of Education Memo to the House and Senate Education Committees on Establishing the Census Rate in H.897 March 21, 2018",,https://education.vermont.gov/memos/state-board-education-committees-h897,XXX
358,Vermont State Board of Education,,2/21/2018,2018,Memo,,"State Board of Education Memo State Board of Education Statement on Reform of the Special Education System February 21, 2018",,https://education.vermont.gov/memos/state-board-statement-special-edu-reform,XXX
370,Vermont State Board of Education,,4/4/2022,2022,News,,"State Board of Education News State Board of Education - Rule 2200 Public Comments April 4, 2022",,https://education.vermont.gov/document/Copy%20of%20Public%20Comments%20Rule%202200,XXX
374,Vermont State Board of Education,,4/16/2018,2018,News,,"State Board of Education News Vermont State Board of Education Announces Search for Secretary of Education April 16, 2018",,https://education.vermont.gov/press-release/vermont-state-board-education-announces-search-secretary-education,XXX
319,Special Ed Funding,,,,,,Special Education Funding Formula Projections,,https://education.vermont.gov/sites/aoe/files/documents/edu-fy20-preliminary-sped-formula-revenue-projections.pdf,PDF
145,Vermont State Board of Education,Act 173 Advisory Group,,,,Executive,Act 173 Advisory Group Rule 2229 Proposed Changes from Education Partners,,https://education.vermont.gov/sites/aoe/files/documents/Section%202229%20Proposed%20Changes%20to%20Version%20from%20VSBA%20and%20others.pdf,PDF
269,,,,2020,,,IDEA 101 Subgrantee Programmatic Consideration June 2020 (YouTube),,https://www.youtube.com/watch?v=b2dHIhPn-yY&t=26s,XXX
395,,,,,,,"The Vermont Historical Gazetteer: A Magazine, Embracing a History ..., Volume 3",,https://books.google.com/books?id=vJUbAQAAMAAJ&dq=%22david+m+camp+%22+orleans+county+school+superintendent&pg=PA34#v=onepage&q&f=false,XXX
384,State of Vermont,Office of Legislative Council,,,,,STATE OF VERMONT OFFICE OF LEGISLATIVE COUNCIL,,https://ljfo.vermont.gov/assets/Uploads/f74892d194/WDonna-Russo-SavageBrigham-v.-State-166-Vt.-246-19972-5-2015.pdf,PDF
406,Vermont Biz,,5/18/2021,2021,Article,Media,Three lawsuits that will change Vermont education,McClaughry,https://vermontbiz.com/news/2021/may/18/mcclaughry-three-lawsuits-will-change-vermont-education,XXX
402,University of Vermont,Center On Disability And Community Inclusion,,,,,Center On Disability And Community Inclusion,,http://www.uvm.edu/~cdci,XXX
280,Liberty Justic Center,,,,,,Vermont parents sue state over unequal access to education Residency restrictions on historic Town Tuitioning system violate state constitution,,https://libertyjusticecenter.org/wp-content/uploads/2020/12/2021-01-05-Vitale-v.-Vermont-Press-Release.pdf,PDF
418,New York Times,Newspaper,1/31/2001,2001,Article,Media,Vermont spending plan seems to help schools.,Peter T Kilborn,https://go.gale.com/ps/i.do?p=AONE&u=vol_oweb&v=2.1&it=r&id=GALE%7CA69754609&retrievalId=ab672126-bc5c-4747-9c2b-6794e72679fd&inPS=true&linkSource=interlink&sid=bookmark-AONE,XXX
422,Gale Academic Online,,Spring 2006,2006,Book,Media,Vermont's tradition of education and the Vermont constitution (Gale Academic Onfile).  Author: Seth M. Zoracki  Date: Spring 2006,Seth Zoracki,https://go.gale.com/ps/i.do?id=GALE%7CA147755965&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00024678&p=AONE&sw=w&userGroupName=vol_oweb&isGeoAuthType=true,XXX
235,,,,,,,District forums on realigning Vermont School Choice policies with U.S. and VT Constitution,,https://laurasibiliavt.com/2023/02/25/rep-sibilia-district-forums-on-realigning-vermont-school-choice-policies-with-u-s-and-vt-constitution/,WP
10,Vermont Council of Special Education Administrators (VCSEA),,,,,Professional Association,VCSEA,"Officers:   

President and Chair, Andrea Wasson 

Past President, Mary Lundeen

President-Elect, Jessica Spencer

Treasurer, Kris Benway

Secretary, Jennifer Hulse

Executive Director, Darren McIntyre",https://www.vcsea.net/,WP
